SMILES,Activity_type,Activity_value,Activity_unit
ONC(=O)C1(CCNCC1)NC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,102,nM
CC(C)Oc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,IC50,105,nM
C[C@@H](O)[C@H](NC1CN(C)Cc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,108,nM
NC[C@H](NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,KD,108,nM
CCOC1CN(Cc2ccc(cc2)C#Cc2ccc(cc2)C(=O)N(C)[C@@](C)(C(=O)NC)C(=O)NO)C1,IC50,108,nM
C[C@@H](O)[C@H](NC1CCCCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,109,nM
CCOc1ccc(cc1)-c1ccc(cc1)C(=O)N(C)C(C(=O)NC)C(=O)NO,IC50,109,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CC(C2)OCCF)cc1)C(=O)NO,IC50,115,nM
C[C@@H](N)[C@H](NC(=O)[C@H]1CC[C@@H](CC1)C(C)(C)C)C(=O)NO,IC50,116,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CCCOCC2)cc1)C(=O)NO,IC50,119,nM
ONC(=O)C1COC(=N1)c1ccc(OCC=C)c(OC(F)(F)F)c1,IC50,120,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CNCCF)cc1)C(=O)NO,IC50,120,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(CCc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,IC50,121,nM
CC(O)c1nccn1Cc1cc(on1)-c1ccccc1,IC50,125,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CC(O)C2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,127,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CCCOCC2)cc1)C(=O)NO,IC50,129,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,130,nM
C[C@@H](O)[C@@H](N1Cc2cc(ccc2C1=O)C#Cc1ccccc1)C(=O)NO,IC50,130,nM
CC(O)c1nccn1CCCc1ccc(cc1)-c1ccccc1,IC50,133,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1cnccn1)C(=O)NO,IC50,136,nM
OCCC#CC#Cc1ccc(cc1)N1C[C@H](OC1=O)C(=O)NO,IC50,140,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2ccc(O)cc2o1)C(=O)NO,IC50,140,nM
C[C@@H](O)[C@@H](NC(=O)N1CCC(C1)c1cccc(c1)C#Cc1ccccc1)C(=O)NO,IC50,146,nM
ONC(=O)CNC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,148,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CNC2CC2)cc1)C(=O)NO,IC50,159,nM
CC(C)C[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,160,nM
COc1ccc(cc1OC(F)(F)F)C1=N[C@@H](CO1)C(=O)NO,IC50,160,nM
COc1ccc(cc1OC(F)(F)F)C1=NC(CO1)C(=O)NO,IC50,160,nM
CC(O)c1nccn1CCCc1ccc(cc1)C#Cc1ccccc1,IC50,161,nM
NC[C@@H](NC(=O)N1CCC(CC1)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,163,nM
ON(CCN1C(=O)Cc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,170,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CC(C2)OC)cc1)C(=O)NO,IC50,177,nM
ONC(=O)C1(CCC1)NC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,178,nM
NC[C@H](NC(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(=O)NO,KD,190,nM
[#6]\[#6](-[#6])=[#6]\[#6]-[#8]-c1ccc(cc1-[#8]C(F)(F)F)-[#6]-1=[#7]-[#6](-[#6]-[#8]-1)-[#6](=O)-[#7]-[#8],IC50,190,nM
CCc1ccc(cc1)C1=N[C@H](CO1)C(=O)NO,IC50,200,nM
C[C@@H](O)[C@H](C(=O)NO)n1[nH]c2cc(ccc2c1=O)C#Cc1ccccc1,IC50,200,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(cc1F)C#CC#CC1CC1,IC50,200,nM
ONC(=O)C1(CSc2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)CCOCC1,IC50,200,nM
C[C@@H](O)[C@@H](NC(=O)NCc1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,201,nM
OC[C@@H](NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,206,nM
C[C@@H](O)[C@@H](NC(=O)N1CCC(CC1)C#Cc1ccccc1)C(=O)NO,IC50,207,nM
CCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,214,nM
CCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,215,nM
CC(C)(NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,219,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CC(C)(C2)OC)cc1)C(=O)NO,IC50,235,nM
ONC(=O)[C@H]1COC(=N1)c1ccc(OCc2cccc(F)c2)c(c1)C(F)(F)F,IC50,250,nM
ONC(=O)C1COC(=N1)c1ccc(OCc2cccc(F)c2)c(OC(F)(F)F)c1,IC50,250,nM
ONC(=O)[C@H]1CN(C(=O)O1)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,260,nM
C[C@@H](N)[C@H](NC(=O)c1ccc(OC(C)(C)C)cc1)C(=O)NO,IC50,268,nM
Nc1cc(ccc1C#CC#CC1CC1)N1C[C@H](OC1=O)C(=O)NO,IC50,270,nM
ON(CCc1nnc2cc(ccn12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,280,nM
CCCc1ccc(cc1)-c1ccc(cc1)C1=NC(CO1)C(=O)NO,IC50,280,nM
CC(CO)(NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,286,nM
ONC(=O)C1COC(=N1)c1[nH]c2ccc(F)cc2c1Cl,IC50,300,nM
COc1cc(cc(OC)c1OC)C1=N[C@H](CO1)C(=O)NO,IC50,300,nM
CCCc1cc(ccc1OC)C1=NC(CO1)C(=O)NO,IC50,300,nM
COc1ccc(cc1)C1=N[C@H](CO1)C(=O)NO,IC50,300,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,310,nM
CC(C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,311,nM
C[C@@H](O)[C@H](NC1CCCCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,333,nM
C[C@@H](N)[C@H](NC(=O)COc1ccc(cc1)N1CCCC1=O)C(=O)NO,IC50,342,nM
ONC(=O)C1COC(=N1)c1ccc(OCCC=C)c(OC(F)(F)F)c1,IC50,350,nM
c1cc(ccc1CN2CCOCC2)C#Cc3ccc(cc3)OCC4(CCOCC4)C(=O)NO,KI,352,nM
OC[C@H](O[C@H](CO)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,KI,358,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H]([C@H](N)C1CC1)C(=O)NO,IC50,362,nM
C[C@@H](O)[C@@H](NC(=O)N1CCCC(C1)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,387,nM
CC(CO)(COc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,390,nM
NC[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO,KD,393,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1nc2ccccc2o1)C(=O)NO,IC50,410,nM
Cc1ccc(cc1)-c1ccc(cc1)C(=O)N[C@H](C(=O)NO)C(C)(C)NS(C)(=O)=O,IC50,420,nM
OC[C@@H](OCC(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,480,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)N(C(=O)C2CC2)C1)[C@@H]1C[C@H](F)CN1,IC50,500,nM
CS(=O)(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
O=C(O)CN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,500,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1CNC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
CCCc1cc(cc(OC(F)(F)F)c1OC)C1=NC(CO1)C(=O)NO,IC50,500,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,500,nM
CNC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
COC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
CC1(CC(=O)N2CCN(CC2)c2ccc(cc2)C#Cc2ccccc2)NC(=O)NC1=O,IC50,500,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)c(F)c1,IC50,500,nM
Cc1cc(C#Cc2ccc(CN3CCOCC3)cc2)ccc1C(=O)NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1,IC50,500,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccccc2)cc1,IC50,500,nM
CCCc1cc(cc(OC(F)(F)F)c1OC)C1=N[C@H](CO1)C(=O)NO,IC50,500,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1Cl,IC50,500,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,500,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)N(C(=O)OC2CC2)C1)[C@@H]1C[C@H](F)CN1,IC50,500,nM
ONC(=O)[C@@H]1CN(C(=O)CO1)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,510,nM
CCCCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,534,nM
CC(O)c1nccn1Cc1ccc(cc1)-c1ccccc1,IC50,546,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,550,nM
NCc1ccc(cc1)C#Cc1ccc(cc1)C(CO)Cc1nc[nH]c(=O)c1O,IC50,550,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN[C@@H]2CCNC2)cc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@H]2O)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@H]2O)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CCCN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
CS(=O)(=O)N[C@H](Cc1nc[nH]c(=O)c1O)c1ccc(cc1)-c1ccccc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CCCN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,550,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#CC#CC3CC3)cc2)N(C(=O)C2CCNCC2)C1)[C@@H]1C[C@H](F)CN1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC2CC2)cc1,IC50,550,nM
Oc1c(CC(C(=O)NCCF)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,550,nM
COCCN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
Cn1cc(cn1)C#Cc1ccc(cc1)C(N)Cc1nc[nH]c(=O)c1O,IC50,550,nM
OCC(Cc1nc[nH]c(=O)c1O)N1Cc2cc(cn2C1=O)-c1ccc(CCN2CCOCC2)cc1,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,550,nM
Oc1c(CC(CNCCF)c2ccc(cc2)C#Cc2cnn(c2)C2CCOCC2)nc[nH]c1=O,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#CC#CC3CC3)cc2)N(CCO)C1)[C@@H]1C[C@H](F)CN1,IC50,550,nM
Oc1c(CC(CNCCF)c2ccc(cc2)C#Cc2cnn(CC3CCOCC3)c2)nc[nH]c1=O,IC50,550,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,550,nM
CS(=O)(=O)CCN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
O=C(O)CCN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,550,nM
OC(=O)C(Cc1nc[nH]c(=O)c1O)N1Cc2cc(cn2C1=O)-c1ccc(CCN2CCOCC2)cc1,IC50,550,nM
CO[C@@H]1CCN(Cc2ccc(cc2)C#Cc2ccc(cc2)C(CNCC(C)F)Cc2nc[nH]c(=O)c2O)C1,IC50,550,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CNC2CCS(=N)(=O)CC2)cc1,IC50,550,nM
NC[C@@H]1CCCN1Cc1ccc(cc1)C#Cc1ccc(cc1)C(CO)Cc1nc[nH]c(=O)c1O,IC50,550,nM
ONC(=O)C1COC(=N1)c1ccc(COc2cccc(c2)[N+]([O-])=O)cc1,IC50,560,nM
ONC(=O)[C@H]1COC(=N1)c1ccc(COc2cccc(c2)N(=O)=O)cc1,IC50,560,nM
CC(O)c1nccn1Cc1ccc(cc1)C#Cc1ccccc1,IC50,568,nM
CCc1ccc(cc1)C1=N[C@H](CO1)C(=O)NO,IC50,600,nM
CC1(CC(=O)N2CCC(CC2)c2ccc(cc2)C#Cc2ccccc2)NC(=O)NC1=O,IC50,600,nM
CCCCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,616,nM
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CC(=O)NO)CO[C@H](CO)[C@H]1O,KI,650,nM
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CC(=O)NO)CO[C@H](CO)[C@H]1O,KI,650,nM
N[C@H](CO)C(=O)N1CCC(Cc2ccc(cc2)-c2ccccc2)CC1,IC50,660,nM
OC[C@@H](OCC(=O)NO)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,690,nM
ONC(=O)[C@@H]1CN(C(=O)N1)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,700,nM
CCC1(CC(=O)N2CCC(CC2)c2ccc(cc2)C#Cc2ccccc2)NC(=O)NC1=O,IC50,700,nM
CC(O)c1nccn1CCCc1ccc(Cl)cc1,IC50,809,nM
ONC(=O)C1COC(=N1)c1ccc(OCc2cccc(c2)C(F)(F)F)c(F)c1,IC50,840,nM
CC(O)c1nccn1Cc1cc(on1)-c1ccccc1,IC50,884,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H]([C@H](N)C(C)C)C(=O)NO,IC50,899,nM
CCCc1cc(ccc1F)C1=NC(CO1)C(=O)NO,IC50,960,nM
C[C@@H](O)[C@@H](N1Cc2cc(ccc2C1=O)C#Cc1cccc(c1)-c1ccccc1)C(=O)NO,IC50,971,nM
CCOc1cc(ccc1F)C1=NC(CO1)C(=O)NO,IC50,1.00E+3,nM
ON(CCn1ccc2cc(ncc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,1.00E+3,nM
ON(CCn1ccc2nc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,1.00E+3,nM
CCOc1cc(ccc1F)C1=N[C@H](CO1)C(=O)NO,IC50,1.00E+3,nM
ONC(=O)c1ccc(=O)n(c1)-c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,1.00E+3,nM
ONC(=O)[C@@H]1COC(=N1)c1ccc(OCc2cccc(c2)N(=O)=O)cc1,IC50,1.00E+3,nM
COCCN(C(=O)[C@@H]1C[C@H](F)CN1)[C@@H]1C[C@H](C(=O)NCc2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)N(C(=O)C2CC2)C1,IC50,1.00E+3,nM
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(cc1)N1C[C@H](O)[C@@H](O)C1)N(O)C=O,IC50,1.00E+3,nM
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(cc1)N1CC2(C1)C[S+]([O-])C2)N(O)C=O,IC50,1.00E+3,nM
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(cc1)N1CC2(COC2)C1)N(O)C=O,IC50,1.00E+3,nM
ONC(=O)C1COC(=N1)c1ccc(OCc2cccc(c2)[N+]([O-])=O)cc1,IC50,1.00E+3,nM
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(cc1)-n1ccnc1CO)N(O)C=O,IC50,1.00E+3,nM
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)N(O)C=O,IC50,1.00E+3,nM
ONC(=O)[C@H]1COC(=N1)c1ccc(F)c(c1)C(F)(F)F,KD,1.03E+3,nM
ON(CCn1cnc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,1.10E+3,nM
Cc1cccc(c1)C1=NC(CO1)C(=O)NO,IC50,1.10E+3,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,1.20E+3,nM
Cc1cc(ccc1F)C1=NC(CO1)C(=O)NO,IC50,1.20E+3,nM
Cc1cc(ccc1F)C1=N[C@H](CO1)C(=O)NO,IC50,1.20E+3,nM
C[C@@H](O)[C@@H](NC(=O)NCCc1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,1.27E+3,nM
ONC(=O)C1COC(=N1)c1ccc(F)c(c1)C(F)(F)F,IC50,1.30E+3,nM
CSC(Cn1nnc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)N(O)C=O,IC50,1.30E+3,nM
COc1ccc(cc1)C1=N[C@H](CO1)C(=O)NO,IC50,1.40E+3,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2ccncc2o1)C(=O)NO,IC50,1.40E+3,nM
C[C@@H](O)c1nccn1Cc1cc(on1)C#Cc1ccc(CCCO)cc1,IC50,1.40E+3,nM
CCCc1cc(cc(OC)c1O)C1=NC(CO1)C(=O)NO,IC50,1.40E+3,nM
ONC(=O)C1COC(=N1)c1ccc(OCC=C)c(F)c1,IC50,1.40E+3,nM
ONC(=O)COCc1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,KI,1.45E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,1.50E+3,nM
C[C@@H](CN)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
COC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CN(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,1.50E+3,nM
NC1CN(C(=O)N2C[C@H](NC(=O)[C@@H]3C[C@H](F)CN3)C[C@@H]2C(=O)NCc2ccc(C#CC#CC3CC3)cc2)C1,IC50,1.50E+3,nM
CS(=O)(=O)CCN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
Cc1ccc(cc1)-c1ccc(cn1)C(=O)N[C@H](C(=O)NO)C(C)(C)NS(C)(=O)=O,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,1.50E+3,nM
ONC(=O)[C@H]1COC(=N1)c1cc2cc(F)ccc2[nH]1,KD,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CCCN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@@H]2O)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#Cc2ccccc2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CCCN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@@H]2O)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,1.50E+3,nM
ONC(=O)[C@H]1COC(=N1)c1ccccc1,IC50,1.50E+3,nM
ONC(=O)[C@H]1COC(=N1)c1ccccc1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,1.50E+3,nM
N[C@H]1C[C@H](C(=O)N2C[C@H](NC(=O)[C@@H]3C[C@H](F)CN3)C[C@@H]2C(=O)NCc2ccc(C#CC#CC3CC3)cc2)C1,IC50,1.50E+3,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
C[C@H](CN)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,1.50E+3,nM
CC(F)(F)Oc1ccc(cc1)C(=O)NC(CO)C(=O)NO,IC50,1.54E+3,nM
ONC(=O)C1COC(=N1)c1cc2cc(F)ccc2[nH]1,IC50,1.60E+3,nM
C[C@@H](N)[C@H](NC(=O)c1ccc(cc1)N1CCOCC1)C(=O)NO,IC50,1.64E+3,nM
ONC(=O)C1(COc2ccc(cc2)C#Cc2ccc(CN3CCN(CC(=O)N4CCOCC4)CC3)cc2)CCOCC1,IC50,1.70E+3,nM
Cc1ccc(cc1)C1=NC(CO1)C(=O)NO,IC50,1.70E+3,nM
CC(O)c1nccn1CCc1ccc(cc1)C#Cc1ccccc1,IC50,1.76E+3,nM
COc1cc(ccc1N1C[C@H](OC1=O)C(=O)NO)C#CC#CC1CC1,IC50,2.00E+3,nM
ONC(=O)C1(COc2ccc(cc2)C#Cc2ccc(CN3CCN(CCn4ccnc4)CC3)cc2)CCOCC1,IC50,2.00E+3,nM
ONC(=O)C1COC(=N1)c1ccc(OCC=C)c(c1)C(F)(F)F,IC50,2.20E+3,nM
ONC(=O)[C@H]1COC(=N1)c1ccc(OCC=C)c(c1)C(F)(F)F,IC50,2.20E+3,nM
CC(O)c1nccn1CCc1ccc(cc1)C#Cc1ccccc1,IC50,2.40E+3,nM
