SMILES,Activity_type,Activity_value,Activity_unit
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(Cl)cc1)C(=O)NO,IC50,5,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCC(CC2)OC)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,5,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(Cn2ccnc2CCO)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,5,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,KI,5,nM
CC(C)(N)[C@H](NC1COCc2cc(ccc12)C#Cc1ccc(Cn2ccnc2CO)cc1)C(=O)NO,IC50,5,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc2OCOc2c1)C(=O)NO,IC50,5,nM
C[C@@H](O)[C@H](NC1CCCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,5,nM
COc1cc(OC)cc(Oc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)c1,IC50,5,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc2OCCc2c1)C(=O)NO,IC50,5,nM
CC(C)(N)[C@H](NC1COCc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,5,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc2CCOc2c1)C(=O)NO,IC50,5,nM
CC(CCc1ccc(OCc2ccccn2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,5.01,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(CCc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,IC50,5.10,nM
Cc1cc(C)cc(c1)-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,5.30,nM
CC(CCc1ccc(OCc2nc(no2)-c2cccc(F)c2F)cc1)(C(=O)NO)S(C)(=O)=O,IC50,5.31,nM
CC(CCc1ccc(OCc2cc(F)ccc2C#N)cc1)(C(=O)NO)S(C)(=O)=O,IC50,5.36,nM
Cc1cc(CCC(C)(C(=O)NO)S(C)(=O)=O)ccc1-c1ccccc1,IC50,5.58,nM
Cc1ncccc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,IC50,5.59,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc2OC(OC)Oc2c1)C(=O)NO,IC50,5.60,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,5.60,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(OCCO)cc1)C(=O)NO,IC50,5.70,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)on1,IC50,5.78,nM
CC(CCc1ccc(OCc2nc(no2)-c2cc(F)cc(F)c2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,5.81,nM
Cc1ccc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)cn1,IC50,5.96,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)N[C@H](C(=O)NO)C(C)(C)N,IC50,6,nM
C[C@@](CCn1ccc(CCc2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O,IC50,6,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(Cn2ccnc2CO)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,6,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(COCCNC)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,6,nM
C[C@@H](O)[C@H](NC1CCOc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,6,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(C#CC#CC2CC2)c(F)c1,IC50,6,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(C#CC#CC2CC2)c(F)c1,IC50,6,nM
C[C@@H](O)[C@H](NC1COCc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,6,nM
C[C@H](O)c1nccn1Cc5cc(c4ccc(C#Cc3ccc(CCC2CCS(=O)(=O)C2)cc3)cc4)on5,IC50,6.06,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CNC2CC2)cc1)C(=O)NO,IC50,6.10,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(COC)cc1)C(=O)NO,IC50,6.10,nM
CC(CCc1ccc(cc1)-c1ccc(cc1)N1CCNCC1)(C(=O)NO)S(C)(=O)=O,IC50,6.22,nM
CCCCCCOc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,IC50,6.31,nM
Cc1ccc(Cc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1,IC50,6.32,nM
COc1ccc(F)c(c1)-c1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1,IC50,6.39,nM
COc1ccc(cn1)-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,6.40,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)NO,IC50,6.70,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(OCCCN2CCOCC2)cc1)C(=O)NO,IC50,6.70,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(N5CCOCC5)CC4)cc3)cc2)on1,IC50,6.70,nM
Cc1c(ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c1=O)-c1ccccc1,IC50,6.70,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(C(=O)O)CC4)cc3)cc2)on1,IC50,6.70,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(CC(N)=O)C4)nc3)cc2)on1,IC50,6.71,nM
CC(CCc1ccccc1OCCC1CCOCC1)(C(=O)NO)S(C)(=O)=O,IC50,6.77,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(F)cc1)C(=O)NO,IC50,7,nM
C[C@H](O)c1nccn1Cc1cc(on1)C#Cc1ccc(OCCCNCCN)cc1,IC50,7,nM
C[C@@H](O)[C@H](NC1CCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,7,nM
CC(C)(O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,7,nM
CC(=O)Nc1ccc(cc1)-c1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1F,IC50,7.09,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(NC)cc1)C(=O)NO,IC50,7.10,nM
CN(C(C(=O)NO)C(=O)NCc1cc(C)on1)C(=O)c1ccc(cc1)-c1ccccc1,IC50,7.10,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(F)cc1)C(=O)NO,IC50,7.10,nM
CC(CCc1ccc(c(F)c1)-c1cccnc1)(C(=O)NO)S(C)(=O)=O,IC50,7.11,nM
CC(CCc1ccc(OCc2nc(no2)C2CCCC2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,7.20,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(cc1)N(C)C)C(=O)NO,IC50,7.20,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,7.20,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C#N)C4)nc3)cc2)on1,IC50,7.42,nM
CNc1ccc(cc1)-c1ccc(cc1)C(=O)N(C)C(C(=O)NO)C(=O)NCc1cc(C)on1,IC50,7.5,nM
CC(CCc1ccc(OCc2nc(no2)-c2cccnc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,7.53,nM
CC(CCc1ccc(OCc2nc(no2)C2CCC2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,7.56,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,7.70,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(N)=O)cc3)cc2)on1,IC50,7.75,nM
CC(C)(N)[C@H](NC1COCc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,8,nM
CCc1ccc(cc1)-c1ccc(cc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,8,nM
[H][C@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,8,nM
CC[C@H](O)[C@@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,8,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,KI,8,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C(N)=O)C4)nc3)cc2)on1,IC50,8.22,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)-c1ccc(NCCCCCN2CCOCC2)cc1)C(=O)NO,IC50,8.30,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(O)CC4)nc3)cc2)on1,IC50,8.33,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#CC#Cc1ccccc1)C(=O)NO,KD,8.35,nM
C[C@@](CCn1cnc(cc1=O)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,8.5,nM
CCOC(=O)CC1CN(Cc2ccc(C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)no4)cc3)cc2)C1,IC50,8.59,nM
CC(O)c1nccn1Cc1cc(on1)C#Cc1ccc(CCCO)cc1,IC50,9,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#C\C=C\c1ccc(CNC2CC2)cc1)C(=O)NO,IC50,9.10,nM
CNC(=O)C(N(C)C(=O)c1ccc(c(F)c1)-c1ccccc1)C(=O)NO,IC50,9.20,nM
Cc1ccc(F)c(c1)-c1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1,IC50,9.27,nM
CC(Oc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1)c1ccccc1,IC50,9.55,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCN(C)CC4)cc3)cc2)on1,IC50,9.77,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2)on1,IC50,9.84,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCOCC4C(=O)O)cc3)cc2)on1,IC50,9.86,nM
OCC(Cc1nc[nH]c(=O)c1O)N1Cc2cc(cn2C1=O)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CNC2CCS(=O)(=O)C2)cc1,IC50,10,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(cc1)C(F)(F)F)C(=O)NO,IC50,10,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccccn1)C(=O)NO,IC50,10,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCC(CC2)NC(=O)CO)cc1,IC50,10,nM
CC(CCc1ccc(OCc2ccccc2C#N)cc1)(C(=O)NO)S(C)(=O)=O,IC50,10,nM
NC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
Oc1c(CC(NCCCF)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,10,nM
CS(=O)(=O)NC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2ccc(OCCO)cc2o1)C(=O)NO,IC50,10,nM
Oc1c(CC(CNCCC#N)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,10,nM
COC1CN(Cc2ccc(cc2)C#Cc2ccc(cc2)[C@@H](Cc2nc[nH]c(=O)c2O)NS(C)(=O)=O)C1,IC50,10,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCCCC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,10,nM
CC(CF)NC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
Oc1c(CC(NCCCCl)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,10,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCCCC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,10,nM
Oc1c(CC(CNCCF)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,10,nM
C[C@@H](CO)NCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
C[C@H](CO)NCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
Oc1c(CC(N2Cc3cc(cn3C2=O)C#Cc2ccc(CN3CCOCC3)cc2)C(=O)NCC(F)F)nc[nH]c1=O,IC50,10,nM
Oc1c(CC(C(=O)NCCF)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,10,nM
C[C@H](CF)NCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,10,nM
CC(CCc1ccc(OCCCc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,10.2,nM
Cc1cccc(Cc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)c1,IC50,10.4,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)N4CCC(C(=O)O)CC4)cc3)cc2)on1,IC50,10.4,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)N4CCC(O)CC4)cc3)cc2)on1,IC50,10.4,nM
CC1=C(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)NC(O1)c1cccc(C)c1,IC50,10.4,nM
CC(CCc1ccc(OCC2CC2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,10.5,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCNC(=O)C4)nc3)cc2)on1,IC50,10.5,nM
NC(=O)C[C@H](NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,11,nM
CC(CCn1ccc(cc1=O)C1CCCCC1)(C(=O)NO)S(C)(=O)=O,IC50,11,nM
C[C@@H](O)[C@H](NC1CCOc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,11,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(CC#N)cc1)C(=O)NO,IC50,11,nM
C[C@@](CCc1ccc(cc1)-c1cnc2cc[nH]c2c1)(C(=O)NO)S(C)(=O)=O,IC50,11.1,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCCS(C)(=O)=O)cc2)cc3)on4,IC50,11.1,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(OCC(=O)O)c3)cc2)on1,IC50,11.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C#N)C4)cc3)cc2)on1,IC50,11.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCOC(OC=O)C4)cc3)cc2)on1,IC50,11.2,nM
CC(CCc1ccc(cc1)C1=CCCC1)(C(=O)NO)S(C)(=O)=O,IC50,11.4,nM
Cc1ccc(OCc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1,IC50,11.9,nM
CC(CCc1ccc(Sc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,11.9,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)-c1cncs1)C(=O)NO,IC50,12,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2cc3OCOc3cc2o1)C(=O)NO,IC50,12,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(CO)cc1)C(=O)NO,IC50,12,nM
COc1ccccc1-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,12,nM
ONC(=O)C1(CCOCC1)NC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,12,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#CC#CC1CC1)C(=O)NO,IC50,12,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1coc(COC)c1)C(=O)NO,IC50,12,nM
Cc1oc(nc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1)-c1cccc(F)c1,IC50,12.5,nM
CC#CCOc1ccc(cc1)C(=O)NC(C(=O)NO)C(C)(C)N,IC50,12.5,nM
CCCCCc1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1,IC50,12.5,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(O)CO)cc3)cc2)on1,IC50,12.7,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OCC4CCN(C)CC4)cc3)cc2)on1,IC50,12.9,nM
CCN(CC)CCCC(=O)c4ccc(C#Cc3ccc(c2cc(Cn1ccnc1[C@H](C)O)no2)cc3)cc4,IC50,12.9,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)N4CCOCC4)cc3)cc2)on1,IC50,12.9,nM
C[C@@H](O)[C@@H](N1Cc2cc(ccc2C1=O)C#Cc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,13,nM
CC(CCc1ccc(cn1)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,13,nM
CCOc1ccc(cc1)-c1ccc(cc1)C(=O)N(C)[C@@](C)(C(=O)NC)C(=O)NO,IC50,13,nM
C[C@@H](O)[C@H](NC1CCOc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,13,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C(N)=O)C4)cc3)cc2)on1,IC50,13.7,nM
CC(CCc1ccc(OCCc2ccncc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,13.7,nM
CC(CCc1ccc(OCc2cc(ccc2F)C(F)(F)F)cc1)(C(=O)NO)S(C)(=O)=O,IC50,13.8,nM
CC(CCc1ccc(OCc2ccc3ccccc3n2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,13.9,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,14,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OCCO)cc3)cc2)on1,IC50,14,nM
C[C@@H](O)[C@H](NC1COCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,14,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(CCO)CC2)cc1)N[C@H](C(=O)NO)C(C)(C)O,IC50,14,nM
ONC(=O)[C@H](NC(=O)c1ccc(cc1)C#Cc1ccccc1)c1ccccc1,IC50,14,nM
C[C@@H](O)[C@@H](NC(=O)N1CCC(CC1)c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,14,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(CCO)CC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,14,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCCN)cc2)cc3)on4,IC50,14.1,nM
COc1cc(CCC(C)(C(=O)NO)S(C)(=O)=O)ccc1-c1ccccc1,IC50,14.6,nM
C[C@](CCc1ccc(cc1)-c1ccc2OCCOc2c1)(C(=O)NO)S(C)(=O)=O,IC50,14.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2)on1,IC50,14.7,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCC(N)=O)cc2)cc3)on4,IC50,14.9,nM
C[C@@](OCc1ccc(cc1)-c1ccccc1)([C@@H](O)c1ccccn1)C(=O)NO,IC50,15,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(COCCNC)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,15,nM
C[C@@H](O)[C@H](NC1CCN(C)c2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,15,nM
NC[C@H](NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,15,nM
CC(CCc1ccc(c(O)c1)-c1ccc(F)cc1)(C(=O)NO)S(C)(=O)=O,IC50,15.4,nM
CC(CCc1ccc(OCc2cccc3cccnc23)cc1)(C(=O)NO)S(C)(=O)=O,IC50,15.8,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCNCC4)cc3)cc2)on1,IC50,15.9,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)-c1ccc(cc1)N1CCOCC1)C(=O)NO,IC50,16,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCNC(=O)C4)cc3)cc2)on1,IC50,16.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCOC(CC(=O)O)C4)cc3)cc2)on1,IC50,16.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(C(=O)O)c3)cc2)on1,IC50,16.3,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H]([C@H](C)N)C(=O)NO,IC50,16.4,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(CC#N)C4)nc3)cc2)on1,IC50,16.5,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CCC(N)=O)nc3)cc2)on1,IC50,16.7,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(cc1)C#CC#CC1CC1,IC50,18,nM
C[C@](OCc1ccc(cc1)-c1ccccc1)([C@@H](O)c1cccnc1)C(=O)NO,IC50,18,nM
C[C@@H](O)[C@H](NC1CCN(C)c2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,18,nM
C[C@@](CCc1ccc(cc1)-c1ccc(N)nc1)(C(=O)NO)S(C)(=O)=O,IC50,18.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C(=O)O)C4)nc3)cc2)on1,IC50,18.5,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OC4CCN(C)CC4)cc3)cc2)on1,IC50,18.6,nM
CC(NC(=O)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,19,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCC(=O)O)cc2)cc3)on4,IC50,19.4,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO,IC50,19.7,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(CC(=O)O)C4)cc3)cc2)on1,IC50,19.8,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)O)nc3)cc2)on1,IC50,19.9,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CC(=O)O)nc3)cc2)on1,IC50,19.9,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(C(=O)O)C4)cc3)cc2)on1,IC50,19.9,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(CCO)CC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,20,nM
CCCc1cc(cc(OCc2ccccc2)c1OC)C1=NC(CO1)C(=O)NO,IC50,20,nM
C[C@@H](O)[C@H](NC1CCc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,20,nM
C[C@@H](c1nccn1Cc2cc(on2)C#Cc3ccc(cc3)OCC(CO)(CO)N)O,IC50,20,nM
ONC(=O)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1,KI,20,nM
C[C@@H](O)[C@H](NCc1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,20,nM
OC[C@H]1C[C@@H]1C#CC#Cc1ccc(cc1)N1C[C@H](OC1=O)C(=O)NO,IC50,20,nM
C[C@H]([C@@H](C(=O)NO)NC(=O)c1ccc(cc1)C#Cc2ccccc2)O,KD,20.1,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCCO)cc2)cc3)on4,IC50,20.3,nM
CCC(c1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1)c1ccccc1,IC50,20.5,nM
CC(O)c1nccn1Cc1cc(on1)C#Cc1ccccc1,IC50,21,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1cccs1)C(=O)NO,IC50,21,nM
CC(CCc1ccc(OCCCOCc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,21.1,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCC(=O)O)cc2)cc3)on4,IC50,21.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CC(N)=O)nc3)cc2)on1,IC50,21.3,nM
CC1=C(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)NC(O1)c1ccccc1F,IC50,21.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(OCC(N)=O)c3)cc2)on1,IC50,21.6,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCCS(C)(=O)=O)nc2)cc3)on4,IC50,21.8,nM
N[C@H](CO)C(=O)N1CCC(Cc2ccc(cc2)C#Cc2ccc(CO)cc2)CC1,IC50,22,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CCC(=O)O)nc3)cc2)on1,IC50,22,nM
CN(C)CCOc1ccc2cc(oc2c1)-c1ccc(cc1)C(=O)N[C@H](C(=O)NO)C(C)(C)NS(C)(=O)=O,IC50,22,nM
